일자,모델코드,입고,출고,재고
2022-02-27,R_M001,10713,10874,42909
2022-02-28,R_M001,12194,11964,43139
2022-03-01,R_M001,10719,10483,43375
2022-03-02,R_M001,9649,11165,41859
2022-03-03,R_M001,10254,10728,41385
2022-03-04,R_M001,9826,9880,41331
2022-03-05,R_M001,9515,10198,40648
2022-03-06,R_M001,12017,10665,42000
2022-03-07,R_M001,9659,12480,39179
2022-03-08,R_M001,10910,10440,39649
2022-03-09,R_M001,9710,9619,39740
2022-03-10,R_M001,8229,11569,36400
2022-03-11,R_M001,9823,10818,35405
2022-03-12,R_M001,8665,9261,34809
2022-03-13,R_M001,10668,9939,35538
2022-03-14,R_M001,9381,9648,35271
2022-03-15,R_M001,9862,9456,35677
2022-03-16,R_M001,11946,10524,37099
2022-03-17,R_M001,10141,9586,37654
2022-03-18,R_M001,10914,8518,40050
2022-03-19,R_M001,9290,8651,40689
2022-03-20,R_M001,8798,9580,39907
2022-03-21,R_M001,9798,7942,41763
2022-03-22,R_M001,10162,10464,41461
2022-03-23,R_M001,11145,10412,42194
2022-03-24,R_M001,8799,10324,40669
2022-03-25,R_M001,9207,12019,37857
2022-03-26,R_M001,9074,11942,34989
2022-03-27,R_M001,10981,11067,34903
2022-03-28,R_M001,7998,10985,31916
2022-03-29,R_M001,10668,11344,31240
2022-03-30,R_M001,8694,9755,30179
2022-03-31,R_M001,9288,8653,30814
2022-04-01,R_M001,9130,9358,30586
2022-04-02,R_M001,8545,9575,29556
2022-04-03,R_M001,10791,9051,31296
2022-04-04,R_M001,10522,9071,32747
2022-04-05,R_M001,9373,9448,32672
2022-04-06,R_M001,8166,9906,30932
2022-04-07,R_M001,9014,8840,31106
2022-04-08,R_M001,7969,9495,29580
2022-04-09,R_M001,10520,9635,30465
2022-04-10,R_M001,10133,7660,32938
2022-04-11,R_M001,8735,10082,31591
2022-04-12,R_M001,10110,8255,33446
2022-04-13,R_M001,10629,9479,34596
2022-04-14,R_M001,8271,9009,33858
2022-04-15,R_M001,9601,8517,34942
2022-04-16,R_M001,8920,6838,37024
2022-04-17,R_M001,9136,8763,37397
2022-04-18,R_M001,10308,7969,39736
2022-04-19,R_M001,10087,7533,42290
2022-04-20,R_M001,9413,7427,44276
2022-04-21,R_M001,7214,8924,42566
2022-04-22,R_M001,9484,8383,43667
2022-04-23,R_M001,9361,9443,43585
2022-04-24,R_M001,9473,8329,44729
2022-04-25,R_M001,8259,8506,44482
2022-04-26,R_M001,7796,10104,42174
2022-04-27,R_M001,10425,9154,43445
2022-04-28,R_M001,8801,9048,43198
2022-04-29,R_M001,9914,9371,43741
2022-04-30,R_M001,8166,7716,44191
2022-05-01,R_M001,10457,11768,42880
2022-05-02,R_M001,10052,10335,42597
2022-05-03,R_M001,11661,9948,44310
2022-05-04,R_M001,10742,10926,44126
2022-05-05,R_M001,10153,9247,45032
2022-05-06,R_M001,11384,9662,46754
2022-05-07,R_M001,8862,8301,47315
2022-05-08,R_M001,9955,8835,48435
2022-05-09,R_M001,9563,11139,46859
2022-05-10,R_M001,8499,9012,46346
2022-05-11,R_M001,11131,9248,48229
2022-05-12,R_M001,9135,8422,48942
2022-05-13,R_M001,10159,11787,47314
2022-05-14,R_M001,9579,10533,46360
2022-05-15,R_M001,10081,9688,46753
2022-05-16,R_M001,9520,9533,46740
2022-05-17,R_M001,8989,8992,46737
2022-05-18,R_M001,12400,9260,49877
2022-05-19,R_M001,12135,10608,51404
2022-05-20,R_M001,10600,9217,52787
2022-05-21,R_M001,9722,11436,51073
2022-05-22,R_M001,9588,10192,50469
2022-05-23,R_M001,10735,9181,52023
2022-05-24,R_M001,9760,9412,52371
2022-05-25,R_M001,10078,9924,52525
2022-05-26,R_M001,9415,12225,49715
2022-05-27,R_M001,10340,10862,49193
2022-05-28,R_M001,8713,10311,47595
2022-05-29,R_M001,9669,9983,47281
2022-05-30,R_M001,10003,9255,48029
2022-05-31,R_M001,9535,9872,47692
2022-06-01,R_M001,16431,16978,47145
2022-06-02,R_M001,16775,15022,48898
2022-06-03,R_M001,15158,17484,46572
2022-06-04,R_M001,15601,15507,46666
2022-06-05,R_M001,18950,16490,49126
2022-06-06,R_M001,17169,14560,51735
2022-06-07,R_M001,19743,18139,53339
2022-06-08,R_M001,17134,18414,52059
2022-06-09,R_M001,16107,13290,54876
2022-06-10,R_M001,17581,18148,54309
2022-06-11,R_M001,15772,16909,53172
2022-06-12,R_M001,13776,16205,50743
2022-06-13,R_M001,14904,12889,52758
2022-06-14,R_M001,17463,14976,55245
2022-06-15,R_M001,17623,16582,56286
2022-06-16,R_M001,16717,16475,56528
2022-06-17,R_M001,15702,14834,57396
2022-06-18,R_M001,15195,16206,56385
2022-06-19,R_M001,16966,15654,57697
2022-06-20,R_M001,17355,16339,58713
2022-06-21,R_M001,16864,17154,58423
2022-06-22,R_M001,16407,16643,58187
2022-06-23,R_M001,12582,14181,56588
2022-06-24,R_M001,14752,16891,54449
2022-06-25,R_M001,13910,15344,53015
2022-06-26,R_M001,18976,13813,58178
2022-06-27,R_M001,12982,17246,53914
2022-06-28,R_M001,18077,17391,54600
2022-06-29,R_M001,13811,18134,50277
2022-06-30,R_M001,16149,13805,52621
2022-07-01,R_M001,21028,22626,51023
2022-07-02,R_M001,19879,19344,51558
2022-07-03,R_M001,22745,19807,54496
2022-07-04,R_M001,20109,18769,55836
2022-07-05,R_M001,21271,23035,54072
2022-07-06,R_M001,20483,22339,52216
2022-07-07,R_M001,21360,21740,51836
2022-07-08,R_M001,23563,21139,54260
2022-07-09,R_M001,24618,19250,59628
2022-07-10,R_M001,18617,19896,58349
2022-07-11,R_M001,21842,24545,55646
2022-07-12,R_M001,25360,22746,58260
2022-07-13,R_M001,20822,19953,59129
2022-07-14,R_M001,23500,18716,63913
2022-07-15,R_M001,21837,24990,60760
2022-07-16,R_M001,17811,20537,58034
2022-07-17,R_M001,19117,21445,55706
2022-07-18,R_M001,20273,22698,53281
2022-07-19,R_M001,17444,21072,49653
2022-07-20,R_M001,21832,20593,50892
2022-07-21,R_M001,21508,22331,50069
2022-07-22,R_M001,19409,20243,49235
2022-07-23,R_M001,23350,23034,49551
2022-07-24,R_M001,20248,21537,48262
2022-07-25,R_M001,22420,23500,47182
2022-07-26,R_M001,24821,20786,51217
2022-07-27,R_M001,21181,22819,49579
2022-07-28,R_M001,24530,20359,53750
2022-07-29,R_M001,21451,24334,50867
2022-07-30,R_M001,20868,19377,52358
2022-07-31,R_M001,19223,22917,48664
2022-08-01,R_M001,12437,12043,49058
2022-08-02,R_M001,12342,10845,50555
2022-08-03,R_M001,13848,14864,49539
2022-08-04,R_M001,13604,16254,46889
2022-08-05,R_M001,13360,13164,47085
2022-08-06,R_M001,13102,14111,46076
2022-08-07,R_M001,14214,12961,47329
2022-08-08,R_M001,12795,12587,47537
2022-08-09,R_M001,13657,15124,46070
2022-08-10,R_M001,13346,15893,43523
2022-08-11,R_M001,15145,13964,44704
2022-08-12,R_M001,10071,11535,43240
2022-08-13,R_M001,12331,13518,42053
2022-08-14,R_M001,10392,13713,38732
2022-08-15,R_M001,10963,13938,35757
2022-08-16,R_M001,15193,13955,36995
2022-08-17,R_M001,15998,13561,39432
2022-08-18,R_M001,10999,12985,37446
2022-08-19,R_M001,13548,14232,36762
2022-08-20,R_M001,13728,11141,39349
2022-08-21,R_M001,13037,11638,40748
2022-08-22,R_M001,12164,13240,39672
2022-08-23,R_M001,11981,14556,37097
2022-08-24,R_M001,12512,12445,37164
2022-08-25,R_M001,14045,11938,39271
2022-08-26,R_M001,12770,14424,37617
2022-08-27,R_M001,14684,12763,39538
2022-08-28,R_M001,14063,15908,37693
2022-08-29,R_M001,14641,12355,39979
2022-08-30,R_M001,14983,12868,42094
2022-08-31,R_M001,12757,12932,41919
2022-09-01,R_M001,11005,11021,41903
2022-09-02,R_M001,10691,11767,40827
2022-09-03,R_M001,9336,10274,39889
2022-09-04,R_M001,10185,12064,38010
2022-09-05,R_M001,12261,10510,39761
2022-09-06,R_M001,12420,9987,42194
2022-09-07,R_M001,8265,11336,39123
2022-09-08,R_M001,12188,11992,39319
2022-09-09,R_M001,10718,12499,37538
2022-09-10,R_M001,11658,12189,37007
2022-09-11,R_M001,11994,12358,36643
2022-09-12,R_M001,12294,12105,36832
2022-09-13,R_M001,11702,11364,37170
2022-09-14,R_M001,9804,7061,39913
2022-09-15,R_M001,12648,9681,42880
2022-09-16,R_M001,11482,10836,43526
2022-09-17,R_M001,11641,10997,44170
2022-09-18,R_M001,10522,10183,44509
2022-09-19,R_M001,10293,10317,44485
2022-09-20,R_M001,10461,10181,44765
2022-09-21,R_M001,12012,11328,45449
2022-09-22,R_M001,11033,12527,43955
2022-09-23,R_M001,12561,12393,44123
2022-09-24,R_M001,10750,11250,43623
2022-09-25,R_M001,11966,9988,45601
2022-09-26,R_M001,11937,11251,46287
2022-09-27,R_M001,11018,11273,46032
2022-09-28,R_M001,11329,10178,47183
2022-09-29,R_M001,9240,9893,46530
2022-09-30,R_M001,11307,10691,47146
2022-10-01,R_M001,10002,10494,46654
2022-10-02,R_M001,9991,8662,47983
2022-10-03,R_M001,7514,10799,44698
2022-10-04,R_M001,9082,10827,42953
2022-10-05,R_M001,8672,7440,44185
2022-10-06,R_M001,9437,9436,44186
2022-10-07,R_M001,8945,10382,42749
2022-10-08,R_M001,9657,10786,41620
2022-10-09,R_M001,11152,9480,43292
2022-10-10,R_M001,10435,11224,42503
2022-10-11,R_M001,9913,10289,42127
2022-10-12,R_M001,10886,9158,43855
2022-10-13,R_M001,8574,11269,41160
2022-10-14,R_M001,9410,9075,41495
2022-10-15,R_M001,8288,9315,40468
2022-10-16,R_M001,10178,9631,41015
2022-10-17,R_M001,9335,10337,40013
2022-10-18,R_M001,10515,8561,41967
2022-10-19,R_M001,9409,9761,41615
2022-10-20,R_M001,8811,10149,40277
2022-10-21,R_M001,8595,12323,36549
2022-10-22,R_M001,9115,10397,35267
2022-10-23,R_M001,11738,10752,36253
2022-10-24,R_M001,10579,9899,36933
2022-10-25,R_M001,11595,9979,38549
2022-10-26,R_M001,8166,10490,36225
2022-10-27,R_M001,10820,11588,35457
2022-10-28,R_M001,7494,9185,33766
2022-10-29,R_M001,9351,8193,34924
2022-10-30,R_M001,9345,11996,32273
2022-10-31,R_M001,10412,10020,32665
2022-11-01,R_M001,21089,20927,32827
2022-11-02,R_M001,19090,17227,34690
2022-11-03,R_M001,21165,18661,37194
2022-11-04,R_M001,19197,20729,35662
2022-11-05,R_M001,21368,21811,35219
2022-11-06,R_M001,18565,21519,32265
2022-11-07,R_M001,18174,20169,30270
2022-11-08,R_M001,21140,20516,30894
2022-11-09,R_M001,19517,19906,30505
2022-11-10,R_M001,20749,22323,28931
2022-11-11,R_M001,22123,17807,33247
2022-11-12,R_M001,20568,23464,30351
2022-11-13,R_M001,19427,18912,30866
2022-11-14,R_M001,18059,18595,30330
2022-11-15,R_M001,19906,18841,31395
2022-11-16,R_M001,19174,21030,29539
2022-11-17,R_M001,21141,20363,30317
2022-11-18,R_M001,23706,16728,37295
2022-11-19,R_M001,19939,15445,41789
2022-11-20,R_M001,18333,22695,37427
2022-11-21,R_M001,23935,21457,39905
2022-11-22,R_M001,15654,20209,35350
2022-11-23,R_M001,20575,19286,36639
2022-11-24,R_M001,20574,20870,36343
2022-11-25,R_M001,22473,21072,37744
2022-11-26,R_M001,17507,15897,39354
2022-11-27,R_M001,17152,19948,36558
2022-11-28,R_M001,20123,15013,41668
2022-11-29,R_M001,19939,19500,42107
2022-11-30,R_M001,21388,19248,44247
2022-12-01,R_M001,19548,19069,44726
2022-12-02,R_M001,21101,17640,48187
2022-12-03,R_M001,18770,21328,45629
2022-12-04,R_M001,17392,19881,43140
2022-12-05,R_M001,18653,17686,44107
2022-12-06,R_M001,22872,17126,49853
2022-12-07,R_M001,18513,17481,50885
2022-12-08,R_M001,16084,21049,45920
2022-12-09,R_M001,17948,20521,43347
2022-12-10,R_M001,18672,18772,43247
2022-12-11,R_M001,20620,18093,45774
2022-12-12,R_M001,18501,17171,47104
2022-12-13,R_M001,19196,19064,47236
2022-12-14,R_M001,20647,18188,49695
2022-12-15,R_M001,18493,21549,46639
2022-12-16,R_M001,17267,21930,41976
2022-12-17,R_M001,18146,17939,42183
2022-12-18,R_M001,21931,17597,46517
2022-12-19,R_M001,19343,17524,48336
2022-12-20,R_M001,14868,22105,41099
2022-12-21,R_M001,20364,16799,44664
2022-12-22,R_M001,17115,18866,42913
2022-12-23,R_M001,24473,19283,48103
2022-12-24,R_M001,18213,20759,45557
2022-12-25,R_M001,21916,21638,45835
2022-12-26,R_M001,20157,19886,46106
2022-12-27,R_M001,16849,19269,43686
2022-12-28,R_M001,22674,21057,45303
2022-12-29,R_M001,19810,19280,45833
2022-12-30,R_M001,17809,18480,45162
2022-12-31,R_M001,18704,20060,43806
2022-01-01,T_M002,11010,11142,29868
2022-01-02,T_M002,10994,9710,31152
2022-01-03,T_M002,9326,11294,29184
2022-01-04,T_M002,11115,10870,29429
2022-01-05,T_M002,8956,8351,30034
2022-01-06,T_M002,9892,9260,30666
2022-01-07,T_M002,9114,9803,29977
2022-01-08,T_M002,8617,10689,27905
2022-01-09,T_M002,10370,10569,27706
2022-01-10,T_M002,10050,11657,26099
2022-01-11,T_M002,11554,9606,28047
2022-01-12,T_M002,10118,9582,28583
2022-01-13,T_M002,10300,11850,27033
2022-01-14,T_M002,9873,11729,25177
2022-01-15,T_M002,10152,10952,24377
2022-01-16,T_M002,10720,8963,26134
2022-01-17,T_M002,10027,9502,26659
2022-01-18,T_M002,9989,9128,27520
2022-01-19,T_M002,10619,10308,27831
2022-01-20,T_M002,9792,11345,26278
2022-01-21,T_M002,9365,11740,23903
2022-01-22,T_M002,8941,12521,20323
2022-01-23,T_M002,9545,9529,20339
2022-01-24,T_M002,11388,11632,20095
2022-01-25,T_M002,10003,9697,20401
2022-01-26,T_M002,8849,10803,18447
2022-01-27,T_M002,9246,9340,18353
2022-01-28,T_M002,10252,8399,20206
2022-01-29,T_M002,9794,10183,19817
2022-01-30,T_M002,8645,10949,17513
2022-01-31,T_M002,9451,9276,17688
2022-02-01,T_M002,7991,6052,19627
2022-02-02,T_M002,8519,7700,20446
2022-02-03,T_M002,7275,8110,19611
2022-02-04,T_M002,9266,7162,21715
2022-02-05,T_M002,7539,7816,21438
2022-02-06,T_M002,8107,8149,21396
2022-02-07,T_M002,7838,8910,20324
2022-02-08,T_M002,8442,8465,20301
2022-02-09,T_M002,7017,7662,19656
2022-02-10,T_M002,9012,7417,21251
2022-02-11,T_M002,6597,7332,20516
2022-02-12,T_M002,7843,6813,21546
2022-02-13,T_M002,8998,6938,23606
2022-02-14,T_M002,7534,7691,23449
2022-02-15,T_M002,8713,7428,24734
2022-02-16,T_M002,8191,7435,25490
2022-02-17,T_M002,8527,8019,25998
2022-02-18,T_M002,7948,7574,26372
2022-02-19,T_M002,7800,8587,25585
2022-02-20,T_M002,8505,8503,25587
2022-02-21,T_M002,8191,7460,26318
2022-02-22,T_M002,8881,8599,26600
2022-02-23,T_M002,8943,7283,28260
2022-02-24,T_M002,7601,7897,27964
2022-02-25,T_M002,7888,8697,27155
2022-02-26,T_M002,7167,6859,27463
2022-02-27,T_M002,7016,6675,27804
2022-02-28,T_M002,7814,6867,28751
2022-03-01,T_M002,10324,10711,28364
2022-03-02,T_M002,9058,10536,26886
2022-03-03,T_M002,8759,11183,24462
2022-03-04,T_M002,11356,10742,25076
2022-03-05,T_M002,7173,11428,20821
2022-03-06,T_M002,10772,9033,22560
2022-03-07,T_M002,9842,10050,22352
2022-03-08,T_M002,9393,11789,19956
2022-03-09,T_M002,8756,9867,18845
2022-03-10,T_M002,10848,10429,19264
2022-03-11,T_M002,10971,8548,21687
2022-03-12,T_M002,10276,11125,20838
2022-03-13,T_M002,10823,10682,20979
2022-03-14,T_M002,10726,10878,20827
2022-03-15,T_M002,8718,8897,20648
2022-03-16,T_M002,10862,9513,21997
2022-03-17,T_M002,11717,11694,22020
2022-03-18,T_M002,9535,12154,19401
2022-03-19,T_M002,10585,9667,20319
2022-03-20,T_M002,10116,9344,21091
2022-03-21,T_M002,10283,11147,20227
2022-03-22,T_M002,10433,9395,21265
2022-03-23,T_M002,10069,10296,21038
2022-03-24,T_M002,10526,8924,22640
2022-03-25,T_M002,9669,9820,22489
2022-03-26,T_M002,10562,10174,22877
2022-03-27,T_M002,9373,9658,22592
2022-03-28,T_M002,9376,9948,22020
2022-03-29,T_M002,9784,9754,22050
2022-03-30,T_M002,10108,9371,22787
2022-03-31,T_M002,11940,10098,24629
2022-04-01,T_M002,7016,8616,23029
2022-04-02,T_M002,10426,7770,25685
2022-04-03,T_M002,9394,9579,25500
2022-04-04,T_M002,10315,8061,27754
2022-04-05,T_M002,9244,9308,27690
2022-04-06,T_M002,8490,7733,28447
2022-04-07,T_M002,9437,8205,29679
2022-04-08,T_M002,9033,9688,29024
2022-04-09,T_M002,10184,9052,30156
2022-04-10,T_M002,8576,10492,28240
2022-04-11,T_M002,9455,9951,27744
2022-04-12,T_M002,9059,9073,27730
2022-04-13,T_M002,10278,8356,29652
2022-04-14,T_M002,10753,8782,31623
2022-04-15,T_M002,8582,9448,30757
2022-04-16,T_M002,9546,8403,31900
2022-04-17,T_M002,9111,10134,30877
2022-04-18,T_M002,8649,6970,32556
2022-04-19,T_M002,10070,8882,33744
2022-04-20,T_M002,8053,8678,33119
2022-04-21,T_M002,10149,9966,33302
2022-04-22,T_M002,7749,10291,30760
2022-04-23,T_M002,9601,8890,31471
2022-04-24,T_M002,8350,9420,30401
2022-04-25,T_M002,10341,10865,29877
2022-04-26,T_M002,9110,9962,29025
2022-04-27,T_M002,7249,9014,27260
2022-04-28,T_M002,8833,8141,27952
2022-04-29,T_M002,9510,10432,27030
2022-04-30,T_M002,8860,7739,28151
2022-05-01,T_M002,10025,9963,28213
2022-05-02,T_M002,10057,11394,26876
2022-05-03,T_M002,11244,10795,27325
2022-05-04,T_M002,8860,10363,25822
2022-05-05,T_M002,10652,11215,25259
2022-05-06,T_M002,10161,10791,24629
2022-05-07,T_M002,9555,10084,24100
2022-05-08,T_M002,10155,10318,23937
2022-05-09,T_M002,9323,8932,24328
2022-05-10,T_M002,9893,10303,23918
2022-05-11,T_M002,10221,8877,25262
2022-05-12,T_M002,10684,9982,25964
2022-05-13,T_M002,10831,9213,27582
2022-05-14,T_M002,10057,8821,28818
2022-05-15,T_M002,8631,10387,27062
2022-05-16,T_M002,9604,8835,27831
2022-05-17,T_M002,10917,10552,28196
2022-05-18,T_M002,11365,10610,28951
2022-05-19,T_M002,10471,10883,28539
2022-05-20,T_M002,9505,11237,26807
2022-05-21,T_M002,8125,10228,24704
2022-05-22,T_M002,11253,9508,26449
2022-05-23,T_M002,11202,10113,27538
2022-05-24,T_M002,9638,9801,27375
2022-05-25,T_M002,10994,11639,26730
2022-05-26,T_M002,9395,10279,25846
2022-05-27,T_M002,9614,13239,22221
2022-05-28,T_M002,9679,10439,21461
2022-05-29,T_M002,9030,9714,20777
2022-05-30,T_M002,10154,10263,20668
2022-05-31,T_M002,10867,9228,22307
2022-06-01,T_M002,14538,15672,21173
2022-06-02,T_M002,15283,14231,22225
2022-06-03,T_M002,13714,17810,18129
2022-06-04,T_M002,16420,16503,18046
2022-06-05,T_M002,15059,14778,18327
2022-06-06,T_M002,17419,13629,22117
2022-06-07,T_M002,15360,16982,20495
2022-06-08,T_M002,17757,14202,24050
2022-06-09,T_M002,14315,14027,24338
2022-06-10,T_M002,21130,16215,29253
2022-06-11,T_M002,14800,14146,29907
2022-06-12,T_M002,14812,14628,30091
2022-06-13,T_M002,13383,15981,27493
2022-06-14,T_M002,15056,15170,27379
2022-06-15,T_M002,16218,15386,28211
2022-06-16,T_M002,14383,16811,25783
2022-06-17,T_M002,15636,15681,25738
2022-06-18,T_M002,18497,15981,28254
2022-06-19,T_M002,15928,16366,27816
2022-06-20,T_M002,18418,15849,30385
2022-06-21,T_M002,16057,15434,31008
2022-06-22,T_M002,16990,15148,32850
2022-06-23,T_M002,18036,15297,35589
2022-06-24,T_M002,14643,12609,37623
2022-06-25,T_M002,17359,14860,40122
2022-06-26,T_M002,13010,16477,36655
2022-06-27,T_M002,16984,17208,36431
2022-06-28,T_M002,15459,15263,36627
2022-06-29,T_M002,16495,18042,35080
2022-06-30,T_M002,16421,15860,35641
2022-07-01,T_M002,19025,17819,36847
2022-07-02,T_M002,17238,13401,40684
2022-07-03,T_M002,17275,17312,40647
2022-07-04,T_M002,13874,17849,36672
2022-07-05,T_M002,15585,16634,35623
2022-07-06,T_M002,15093,14641,36075
2022-07-07,T_M002,20175,15080,41170
2022-07-08,T_M002,15032,13223,42979
2022-07-09,T_M002,17527,17565,42941
2022-07-10,T_M002,14477,15625,41793
2022-07-11,T_M002,14110,14787,41116
2022-07-12,T_M002,18783,15758,44141
2022-07-13,T_M002,18124,17886,44379
2022-07-14,T_M002,13527,14640,43266
2022-07-15,T_M002,19518,19735,43049
2022-07-16,T_M002,18730,14600,47179
2022-07-17,T_M002,14627,15276,46530
2022-07-18,T_M002,15219,17093,44656
2022-07-19,T_M002,17713,14390,47979
2022-07-20,T_M002,16883,16095,48767
2022-07-21,T_M002,14919,16692,46994
2022-07-22,T_M002,16766,16900,46860
2022-07-23,T_M002,17229,16583,47506
2022-07-24,T_M002,12831,12933,47404
2022-07-25,T_M002,15627,14787,48244
2022-07-26,T_M002,16216,16878,47582
2022-07-27,T_M002,15945,13067,50460
2022-07-28,T_M002,13556,17259,46757
2022-07-29,T_M002,16048,16588,46217
2022-07-30,T_M002,16714,14974,47957
2022-07-31,T_M002,14276,14962,47271
2022-08-01,T_M002,10637,10830,47078
2022-08-02,T_M002,9401,10339,46140
2022-08-03,T_M002,10293,9833,46600
2022-08-04,T_M002,13773,7793,52580
2022-08-05,T_M002,11700,10127,54153
2022-08-06,T_M002,13904,11541,56516
2022-08-07,T_M002,10772,11010,56278
2022-08-08,T_M002,11046,10821,56503
2022-08-09,T_M002,9794,10154,56143
2022-08-10,T_M002,11810,12055,55898
2022-08-11,T_M002,10904,12348,54454
2022-08-12,T_M002,11113,9254,56313
2022-08-13,T_M002,11556,10996,56873
2022-08-14,T_M002,13973,10507,60339
2022-08-15,T_M002,9849,10516,59672
2022-08-16,T_M002,8525,10163,58034
2022-08-17,T_M002,10685,10470,58249
2022-08-18,T_M002,10820,9621,59448
2022-08-19,T_M002,9386,12875,55959
2022-08-20,T_M002,10850,11740,55069
2022-08-21,T_M002,10954,8905,57118
2022-08-22,T_M002,10264,10356,57026
2022-08-23,T_M002,11089,10009,58106
2022-08-24,T_M002,10237,11437,56906
2022-08-25,T_M002,12420,10575,58751
2022-08-26,T_M002,11493,11713,58531
2022-08-27,T_M002,10746,8790,60487
2022-08-28,T_M002,10701,12201,58987
2022-08-29,T_M002,12588,11587,59988
2022-08-30,T_M002,10518,10033,60473
2022-08-31,T_M002,11269,12176,59566
2022-09-01,T_M002,8998,8153,60411
2022-09-02,T_M002,7640,9314,58737
2022-09-03,T_M002,10386,10171,58952
2022-09-04,T_M002,8042,9469,57525
2022-09-05,T_M002,9619,8799,58345
2022-09-06,T_M002,9487,10444,57388
2022-09-07,T_M002,10043,10127,57304
2022-09-08,T_M002,9637,9258,57683
2022-09-09,T_M002,9686,9748,57621
2022-09-10,T_M002,7398,8815,56204
2022-09-11,T_M002,9656,7538,58322
2022-09-12,T_M002,8757,7437,59642
2022-09-13,T_M002,9185,8422,60405
2022-09-14,T_M002,9490,8630,61265
2022-09-15,T_M002,9866,8664,62467
2022-09-16,T_M002,8656,9752,61371
2022-09-17,T_M002,9403,7989,62785
2022-09-18,T_M002,8853,8792,62846
2022-09-19,T_M002,9374,8872,63348
2022-09-20,T_M002,8128,8941,62535
2022-09-21,T_M002,8136,8280,62391
2022-09-22,T_M002,8219,7739,62871
2022-09-23,T_M002,8010,9452,61429
2022-09-24,T_M002,11200,8278,64351
2022-09-25,T_M002,8267,10248,62370
2022-09-26,T_M002,9857,10065,62162
2022-09-27,T_M002,9775,8484,63453
2022-09-28,T_M002,9873,9097,64229
2022-09-29,T_M002,8730,8958,64001
2022-09-30,T_M002,8643,8364,64280
2022-10-01,T_M002,8487,7135,65632
2022-10-02,T_M002,8089,7901,65820
2022-10-03,T_M002,8750,6953,67617
2022-10-04,T_M002,8264,7786,68095
2022-10-05,T_M002,8551,8849,67797
2022-10-06,T_M002,7699,7770,67726
2022-10-07,T_M002,6955,7778,66903
2022-10-08,T_M002,7565,7449,67019
2022-10-09,T_M002,7647,7416,67250
2022-10-10,T_M002,8202,8463,66989
2022-10-11,T_M002,8269,7004,68254
2022-10-12,T_M002,7353,8986,66621
2022-10-13,T_M002,8583,6745,68459
2022-10-14,T_M002,7602,8446,67615
2022-10-15,T_M002,8108,9278,66445
2022-10-16,T_M002,8475,7030,67890
2022-10-17,T_M002,8552,8056,68386
2022-10-18,T_M002,7714,7197,68903
2022-10-19,T_M002,8810,6624,71089
2022-10-20,T_M002,7907,7359,71637
2022-10-21,T_M002,8256,8576,71317
2022-10-22,T_M002,9298,7151,73464
2022-10-23,T_M002,7877,8166,73175
2022-10-24,T_M002,9123,6947,75351
2022-10-25,T_M002,8090,8041,75400
2022-10-26,T_M002,8894,8091,76203
2022-10-27,T_M002,9257,7293,78167
2022-10-28,T_M002,7198,8748,76617
2022-10-29,T_M002,7114,8051,75680
2022-10-30,T_M002,8300,6776,77204
2022-10-31,T_M002,7913,7216,77901
2022-11-01,T_M002,14327,12162,80066
2022-11-02,T_M002,13771,17717,76120
2022-11-03,T_M002,14344,16750,73714
2022-11-04,T_M002,12749,13128,73335
2022-11-05,T_M002,13603,12203,74735
2022-11-06,T_M002,14839,13965,75609
2022-11-07,T_M002,16177,14043,77743
2022-11-08,T_M002,16977,14697,80023
2022-11-09,T_M002,14706,15097,79632
2022-11-10,T_M002,15421,14196,80857
2022-11-11,T_M002,17914,14064,84707
2022-11-12,T_M002,14283,15681,83309
2022-11-13,T_M002,15593,15793,83109
2022-11-14,T_M002,16547,15110,84546
2022-11-15,T_M002,15582,17046,83082
2022-11-16,T_M002,17920,17422,83580
2022-11-17,T_M002,12319,15577,80322
2022-11-18,T_M002,13534,17130,76726
2022-11-19,T_M002,15855,14818,77763
2022-11-20,T_M002,14479,16316,75926
2022-11-21,T_M002,15691,16573,75044
2022-11-22,T_M002,12295,16189,71150
2022-11-23,T_M002,16743,16597,71296
2022-11-24,T_M002,16062,17506,69852
2022-11-25,T_M002,12991,15164,67679
2022-11-26,T_M002,14065,11722,70022
2022-11-27,T_M002,15158,15359,69821
2022-11-28,T_M002,13117,15492,67446
2022-11-29,T_M002,16152,16303,67295
2022-11-30,T_M002,13184,11356,69123
2022-12-01,T_M002,14587,13942,69768
2022-12-02,T_M002,12728,15064,67432
2022-12-03,T_M002,14448,11825,70055
2022-12-04,T_M002,13280,15840,67495
2022-12-05,T_M002,15689,12667,70517
2022-12-06,T_M002,17883,14945,73455
2022-12-07,T_M002,15302,14257,74500
2022-12-08,T_M002,13927,13734,74693
2022-12-09,T_M002,11630,15027,71296
2022-12-10,T_M002,15330,14908,71718
2022-12-11,T_M002,14851,14022,72547
2022-12-12,T_M002,13020,15901,69666
2022-12-13,T_M002,12582,13584,68664
2022-12-14,T_M002,15130,15415,68379
2022-12-15,T_M002,17168,14259,71288
2022-12-16,T_M002,14362,12820,72830
2022-12-17,T_M002,14898,15683,72045
2022-12-18,T_M002,14084,13667,72462
2022-12-19,T_M002,14162,13081,73543
2022-12-20,T_M002,14309,14237,73615
2022-12-21,T_M002,12242,14212,71645
2022-12-22,T_M002,13185,14144,70686
2022-12-23,T_M002,14374,13845,71215
